,deviceid,sequencenumber,latitude,longitude,utc,HRLFC,SweetSpot,TopGear,SweetSpotPercent,Seconds,Minute,Hour,Month,Day,Year,MinuteOffSet,HourOffSet,OdoReading,FuelLevel,CheckLampStatus,StopLampStatus,MilStatus,FlashMil,SPNLSB,SPN8_2ndByte,FailurMode,SPN3_MSB,OccurenceCount,CruiseControlONStatus,CruiseControlEnableStatus,CruiseControlSetStatus,EngineRpm,EngineStartMode,EngineHours,IgnKeyPosition,IdleSwitchStatus,VehicleSpeed,ControlerTrimMode,EngineOilPressure,EngineCoolantTemp,AccPedalPosition,TripFuel,Live,IST Date &Time ,DpfLampCommand,PassiveRegenStatus,ActiveRegenStatus,DpfFilterStatus,ActiveRegenInhibitStatus,InhibitSwitchONStatus,InhibitDueToClutch,InhibitDueToServiceBrake,InhibitDueToPTO,InhibitDueToAccPeda,InhibitDueToNetural,InhibitDueToVehicleSpeedaboverange,InhibitDueToParkingBrake,InhibitDueToExhaustTempLow,InhibitDueToActiveDTC,InhibitDueToSystemTimeout,InhibitDueToSystemLockTemporary,InhibitDueToSystemLockPermanent,InhibitDueToLowEngineTemp,InhibitDueToVehicleSpeedBelowRange,DslPrtcltFltrAtmtcActvRgnrtnInttnCnfg,HighExhaustgasTemp,ParkedRegenStatus,SootLoadPercent,AshLoadPercent,TimeSinceLastActiveRegen,DefTemperature,AfterTreatmentfluidlevel,DefConcentration,T4Temp_DocInTemp,T5Temp_DocOutTemp,T6Temp_ScrInTemp,ExhaustGasValveControl,VGTStatus,DP_Pressure,InletNoxConcentration,OutletNoxConcentration,WaterInFuelIndicator,BarometricPressure,AmbientTemperature,IntakeAirTemperature,FanStatus,FanSpeed,EngineBrakeSwitchStatus,BoostPressure,BoostTemp,EngOilPressure,AccPedalPercent,ActualEngineTorquePercent,DemandEngineTorquePercent,GearStatus,TransMode1Indicator,TransMode2Indicator,TransMode3Indicator,DefLevel,BrakeApplicationPressure,TireLocation,TirePressure,TireTemp,StraffingWarning,DrowsinessWarningStatusLevel1,DrowsinessWarningStatusLevel2,DrowsinessWarningStatusLevel3,CameraError,VideoRecordingError,BrakeSwitchStatus,ClutchSwitchStatus,ClutchSwitchOnTime,ClutchCount,BrakeSwitchOnTime,BrakeCount,CNG_FuelConsumption
0,359218066102844,3090,22.97371,76.36733000000001,784060204,5908.01,7,0,45,7,0,0,11,5,2024,0,0,63399.33,17.60,1,0,0,3,21,3,5,0,126,0,0,0,795.5,3,448.00,0,1,0.00,0,296,86,0.00,62.96,1,2024-11-05 00:00:04,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,59,0,260.0,3,0,37,102,0,11,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,30,1,4489.00
1,359218066102844,3097,22.97371,76.36731999999999,784060264,5908.06,7,0,45,7,1,0,11,5,2024,0,0,63399.33,18.40,1,0,0,3,21,3,5,0,126,0,0,0,938.0,3,448.00,0,1,3.50,0,264,87,0.00,63.02,1,2024-11-05 00:01:04,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,59,0,175.5,3,0,37,102,0,36,0,1,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,1,1939,0,0,0,4489.00
2,359218066102844,3104,22.97319,76.37248000000001,784060324,5908.23,6,1,45,6,2,0,11,5,2024,0,0,63399.86,17.60,1,0,0,3,21,3,5,0,126,0,0,0,1353.0,3,448.05,0,1,51.28,0,368,88,0.00,63.18,1,2024-11-05 00:02:04,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,53,0,309.5,3,6,26,102,0,5,0,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,3711,1,0,0,4489.50
3,359218066102844,3113,22.97186,76.3801,784060384,5908.37,3,1,45,7,3,0,11,5,2024,0,0,63400.68,17.60,1,0,0,3,21,3,5,0,126,0,0,0,1035.5,3,448.05,0,1,38.94,0,336,87,0.00,63.32,1,2024-11-05 00:03:04,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,52,0,223.0,3,2,22,102,0,5,0,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4489.50
4,359218066102844,3119,22.9715,76.38183000000001,784060444,5908.43,7,0,45,7,4,0,11,5,2024,0,0,63400.86,17.60,1,0,0,3,21,3,5,0,126,0,0,0,803.0,3,448.05,0,1,0.00,0,284,89,0.00,63.38,1,2024-11-05 00:04:04,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,57,4,217.5,3,0,23,102,0,12,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,3800,1,2240,10,4489.50
5,359218066102844,3125,22.9715,76.38184,784060504,5908.49,7,0,45,7,5,0,11,5,2024,0,0,63400.86,16.80,1,0,0,3,21,3,5,0,126,0,0,0,802.0,3,448.10,0,1,0.00,0,284,87,0.00,63.44,1,2024-11-05 00:05:04,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,57,0,226.0,3,0,28,102,0,11,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4489.50
6,359218066102844,3134,22.9715,76.38186,784060671,5908.53,0,0,45,0,0,0,0,0,0,0,0,63400.86,0.00,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0,448.10,0,1,0.00,0,0,0,0.00,63.49,1,2024-11-05 00:07:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,0.0,0.00000,0,0,0.0,0,0,0,102,0,0,0,0,0,0,0,0.00,0,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4489.50
7,359218066102844,3141,22.97182,76.38188000000001,784060743,5908.60,7,0,45,52,17,0,11,5,2024,0,0,63400.9,16.40,0,0,2,1,0,0,0,0,0,0,0,0,808.5,3,448.10,0,1,0.00,0,312,82,0.00,63.55,1,2024-11-05 00:09:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,57,0,294.5,3,0,29,102,0,13,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,1,1,4483,0,963,2,4489.50
8,359218066102844,3151,22.97184,76.38194,784060874,5908.61,0,0,45,0,0,0,0,0,0,0,0,63400.9,0.00,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0,448.10,0,1,0.00,0,0,0,0.00,63.56,1,2024-11-05 00:11:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,0.0,0.00000,0,0,0.0,0,0,0,102,0,0,0,0,0,0,0,0.00,0,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4489.50
9,359218066102844,3162,22.97191,76.38169,784061748,5908.67,0,0,45,0,0,0,0,0,0,0,0,63400.93,0.00,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0,448.15,0,1,0.00,0,0,0,0.00,63.63,1,2024-11-05 00:25:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,0.0,0.00000,0,0,0.0,0,0,0,102,0,0,0,0,0,0,0,0.00,0,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4489.50
10,359218066102844,3168,22.9719,76.38179000000001,784061823,5908.73,7,0,45,52,40,0,11,5,2024,0,0,63400.93,13.60,0,0,2,1,0,0,0,0,0,0,0,0,797.5,3,448.15,0,1,0.00,0,324,70,0.00,63.68,1,2024-11-05 00:27:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,58,0,1107.0,3,0,28,102,0,12,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,20,2,4489.50
11,359218066102844,3175,22.97172,76.38172,784061883,5908.79,7,0,45,52,41,0,11,5,2024,0,0,63400.94,15.60,0,0,2,1,0,0,0,0,0,0,0,0,1019.0,3,448.15,0,1,5.70,0,348,71,0.00,63.75,1,2024-11-05 00:28:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,55,0,1405.0,3,2,26,102,0,13,0,2,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,1,2019,0,0,0,4489.50
12,359218066102844,3183,22.97096,76.38410999999999,784061943,5908.95,3,1,45,52,42,0,11,5,2024,0,0,63401.21,14.80,0,0,2,1,0,0,0,0,0,0,0,0,999.0,3,448.20,0,0,37.86,0,344,76,92.40,63.91,1,2024-11-05 00:29:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,45,0,198.0,3,22,22,102,92,73,98,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,5371,1,90,1,4490.00
13,359218066102844,3190,22.9699,76.38926,784062003,5909.21,7,0,45,52,43,0,11,5,2024,0,0,63401.77,16.40,0,0,2,1,0,0,0,0,0,0,0,0,814.0,3,448.20,0,1,0.00,0,320,75,0.00,64.17,1,2024-11-05 00:30:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,45,0,194.0,3,4,22,102,0,11,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,1,0,0,0,1220,0,4490.00
14,359218066102844,3197,22.969739999999998,76.38991999999999,784062063,5909.32,1,0,45,52,44,0,11,5,2024,0,0,63401.85,10.40,0,0,0,3,0,0,0,0,0,0,0,0,1239.0,3,448.20,0,0,19.12,0,356,77,78.80,64.28,1,2024-11-05 00:31:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,43,0,297.0,3,16,24,102,79,68,87,5,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,1,2449,0,821,1,4490.00
15,359218066102844,3210,22.96936,76.39171,784062183,5909.57,7,0,45,52,46,0,11,5,2024,0,0,63402.05,17.60,0,0,0,3,0,0,0,0,0,0,0,0,804.0,3,448.25,0,1,0.00,0,320,79,0.00,64.53,1,2024-11-05 00:33:03,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,50,0,175.5,3,0,25,102,0,11,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,5800,1,0,0,4490.50
16,359218066102844,3216,22.96935,76.39171,784063070,5909.63,7,0,45,52,47,0,11,5,2024,0,0,63402.05,17.60,0,0,0,3,0,0,0,0,0,0,0,0,803.5,3,448.25,0,1,0.00,0,320,82,0.00,64.58,1,2024-11-05 00:47:50,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,50,0,197.0,3,0,26,102,0,11,0,0,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4490.50
17,359218066102844,3224,22.96906,76.39305999999999,784063130,5909.76,6,0,45,52,48,0,11,5,2024,0,0,63402.2,17.60,0,0,0,3,0,0,0,0,0,0,0,0,1038.5,3,448.30,0,1,33.52,0,344,82,0.00,64.72,1,2024-11-05 00:48:50,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,43,0,325.5,3,8,25,102,0,0,0,7,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,1,3241,0,0,0,4490.50
18,359218066102844,3231,22.96754,76.40003,784063190,5909.92,6,1,45,52,49,0,11,5,2024,0,0,63402.93,20.00,0,0,0,3,0,0,0,0,0,0,0,0,1354.5,3,448.30,0,0,51.16,0,364,82,28.00,64.88,1,2024-11-05 00:49:50,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,43,0,295.5,3,6,21,102,28,30,30,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,1729,1,0,0,4490.50
19,359218066102844,3239,22.96642,76.40829000000001,784063250,5910.10,1,1,45,52,50,0,11,5,2024,0,0,63403.81,16.80,1,0,0,3,21,3,5,0,126,0,0,0,1518.5,3,448.30,0,0,57.30,0,368,82,41.20,65.06,1,2024-11-05 00:50:50,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,39,0,330.0,3,16,19,102,41,58,50,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4490.50
20,359218066102844,3247,22.96588,76.41727,784063310,5910.27,6,1,45,52,51,0,11,5,2024,0,0,63404.75,16.40,1,0,0,3,21,3,5,0,126,0,0,0,1308.0,3,448.35,0,1,49.73,0,360,81,0.80,65.23,1,2024-11-05 00:51:50,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,40,0,283.0,3,6,18,102,1,6,0,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4491.00
21,359218066102844,3254,22.96838,76.42628,784063370,5910.50,1,1,45,52,52,0,11,5,2024,0,0,63405.73,17.60,1,0,0,3,21,3,5,0,126,0,0,0,1717.5,3,448.35,0,0,64.87,0,380,81,33.60,65.46,1,2024-11-05 00:52:50,0,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,0,0,0,0,0.00,0.00,0.0,0.0,0.00000,0.00000,0.00,0.00,0.00,0.00,0,95.0,1774.96875,37,0,419.5,3,22,18,102,34,36,36,8,0,0,0,0.00,1020,0,0,0.00000,1,1,1,1,1,1,0,0,0,0,0,0,4491.00
