,deviceid,sequencenumber,latitude,longitude,utc,HRLFC,SweetSpot,TopGear,SweetSpotPercent,Seconds,Minute,Hour,Month,Day,Year,MinuteOffSet,HourOffSet,OdoReading,FuelLevel,CheckLampStatus,StopLampStatus,MilStatus,FlashMil,SPNLSB,SPN8_2ndByte,FailurMode,SPN3_MSB,OccurenceCount,CruiseControlONStatus,CruiseControlEnableStatus,CruiseControlSetStatus,EngineRpm,EngineStartMode,EngineHours,IgnKeyPosition,IdleSwitchStatus,VehicleSpeed,ControlerTrimMode,EngineOilPressure,EngineCoolantTemp,AccPedalPosition,TripFuel,Live,IST Date &Time ,DpfLampCommand,PassiveRegenStatus,ActiveRegenStatus,DpfFilterStatus,ActiveRegenInhibitStatus,InhibitSwitchONStatus,InhibitDueToClutch,InhibitDueToServiceBrake,InhibitDueToPTO,InhibitDueToAccPeda,InhibitDueToNetural,InhibitDueToVehicleSpeedaboverange,InhibitDueToParkingBrake,InhibitDueToExhaustTempLow,InhibitDueToActiveDTC,InhibitDueToSystemTimeout,InhibitDueToSystemLockTemporary,InhibitDueToSystemLockPermanent,InhibitDueToLowEngineTemp,InhibitDueToVehicleSpeedBelowRange,DslPrtcltFltrAtmtcActvRgnrtnInttnCnfg,HighExhaustgasTemp,ParkedRegenStatus,SootLoadPercent,AshLoadPercent,TimeSinceLastActiveRegen,DefTemperature,AfterTreatmentfluidlevel,DefConcentration,T4Temp_DocInTemp,T5Temp_DocOutTemp,T6Temp_ScrInTemp,ExhaustGasValveControl,VGTStatus,DP_Pressure,InletNoxConcentration,OutletNoxConcentration,WaterInFuelIndicator,BarometricPressure,AmbientTemperature,IntakeAirTemperature,FanStatus,FanSpeed,EngineBrakeSwitchStatus,BoostPressure,BoostTemp,EngOilPressure,AccPedalPercent,ActualEngineTorquePercent,DemandEngineTorquePercent,GearStatus,TransMode1Indicator,TransMode2Indicator,TransMode3Indicator,DefLevel,BrakeApplicationPressure,TireLocation,TirePressure,TireTemp,StraffingWarning,DrowsinessWarningStatusLevel1,DrowsinessWarningStatusLevel2,DrowsinessWarningStatusLevel3,CameraError,VideoRecordingError,BrakeSwitchStatus,ClutchSwitchStatus,ClutchSwitchOnTime,ClutchCount,BrakeSwitchOnTime,BrakeCount,CNG_FuelConsumption
0,359218065824653    ,3,22.6169,75.679,784201933,3915.82,7,3,47,34,17,3,11,6,2024,130,125,50068.05,76.4,0,0,0,3,0,0,0,0,0,0,1,0,1995.5,3,698.7,0,1,0,0,504,38,10.4,33.93,1,06/11/2024 15:22,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,3,0,3,0,0,0,4,0,9821,31,0,32,96.46875,96.15625,43.6875,0,0,0.8,0,3076.75,0,93,37.96875,38,0,1165,0,116,33,102,10,17,17,0,0,0,0,97.6,1020,0,0,0,1,1,1,1,1,1,0,1,6069,0,0,0,0
1,359218065824653    ,8,22.61684,75.67887,784201993,3915.89,7,3,47,34,18,3,11,6,2024,130,125,50068.05,76.4,0,0,0,3,0,0,0,0,0,0,1,0,2066.5,3,698.7,0,1,0,0,488,46,10.4,34,1,06/11/2024 15:23,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,9881,31,0,32,136.65625,144.34375,106.65625,0,0,1,0,3076.75,0,93,37.96875,38,0,983,0,114,34,102,10,15,15,0,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,0,1,6000,0,0,0,0
2,359218065824653    ,13,22.61646,75.6795,784202053,3915.92,7,3,47,34,19,3,11,6,2024,130,125,50068.14,76,0,0,0,3,0,0,0,0,0,0,1,0,774,3,698.7,0,1,0,0,336,49,0,34.03,1,06/11/2024 15:24,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,3,0,9941,31,0,32.25,132.5625,148.65625,131.375,0,0,0.3,0,3076.75,0,93,38.09375,38,0,450,0,80,33,102,0,9,9,0,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,1,1,6000,0,2069,5,0
3,359218065824653    ,18,22.61642,75.67948,784202113,3915.94,7,3,47,34,20,3,11,6,2024,130,125,50068.14,76.4,0,0,0,3,0,0,0,0,0,0,1,0,701,3,698.75,0,1,0,0,276,51,0,34.05,1,06/11/2024 15:25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,10001,31,0,32.25,123.75,138.65625,141.15625,0,0,0.2,0,3076.75,0,93,38.09375,38,0,496,0,78,34,102,0,11,11,0,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,0,0,5640,1,1721,3,0
4,359218065824653    ,29,22.61637,75.67949,784202233,3915.98,7,3,47,34,22,3,11,6,2024,130,125,50068.14,76.4,0,0,0,3,0,0,0,0,0,0,1,0,699,3,698.75,0,1,0,0,260,53,0,34.09,1,06/11/2024 15:27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,10121,31,0,32.25,116.46875,121.46875,147.96875,0,0,0.2,0,3076.75,0,93,38.09375,38,0,517,0,78,34,102,0,11,11,0,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
5,359218065824653    ,34,22.61629,75.6795,784202293,3916,7,3,47,34,23,3,11,6,2024,130,125,50068.15,76,0,0,0,3,0,0,0,0,0,0,1,0,773,3,698.8,0,1,8.68,0,324,54,0.4,34.11,1,06/11/2024 15:28,4,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,3,3,0,3,0,0,0,3,0,10181,31,0,32.25,117.25,117.96875,140.34375,0,0,0.4,0,3076.75,0,93,38.1875,38,0,830,0,96,33,102,0,14,14,2,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,0,1,1100,0,0,0,0
6,359218065824653    ,39,22.61612,75.67963,784202353,3916.06,7,3,47,34,24,3,11,6,2024,130,125,50068.18,76,0,0,0,3,0,0,0,0,0,0,1,0,679.5,3,698.8,0,1,0,0,228,57,0,34.17,1,06/11/2024 15:29,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,3,0,10241,31,0,32.25,146.75,134.875,128.15625,0,0,0.2,0,3076.75,0,93,38.1875,38,0,444,0,92,34,102,0,8,8,0,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,0,1,6000,0,1070,10,0
7,359218065824653    ,47,22.61611,75.67963,784202482,3916.06,0,0,47,0,0,0,0,0,0,0,0,50068.18,76,0,0,0,3,0,0,0,0,0,0,0,0,0,0,698.8,0,1,0,0,0,0,0,34.17,1,06/11/2024 15:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10250,0,0,32.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,99.6,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
8,359218065824653    ,52,22.61611,75.67915,784202563,3916.09,7,3,47,37,41,3,11,6,2024,130,125,50068.18,76,0,0,0,3,0,0,0,0,0,0,1,0,702.5,4,698.8,0,1,0,0,248,56,0,34.19,1,06/11/2024 15:32,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,3,0,10307,31,0,32,104.15625,127.15625,100.875,0,0,0.2,0,3076.75,0,95,38.375,38,0,888,0,78,34,102,0,12,12,0,0,0,0,98,1020,0,0,0,1,1,1,1,1,1,1,1,6405,0,1195,5,0
9,359218065824653    ,57,22.61654,75.67921,784202623,3916.13,7,3,47,37,42,3,11,6,2024,130,125,50068.18,76,0,0,0,3,0,0,0,0,0,0,1,0,767.5,4,698.85,0,1,0,0,300,58,34,34.23,1,06/11/2024 15:33,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,3,0,3,0,0,0,3,0,10367,31,0,32,120.75,118.375,114.875,0,0,0.4,0,3076.75,0,95,38.1875,38,0,1437,0,96,35,102,34,20,21,0,0,0,0,99.6,1020,0,0,0,1,1,1,1,1,1,0,1,6000,0,975,6,0
